mcc,mnc,lac,cellid,lat,lon,signal,measured_at,rating,speed,direction,act,ta,psc,tac,pci,sid,nid,bid
310,410,5124,167172104,38.7590857,-77.5256718,-108,1763348030694,6.7,6.534104E-16,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7590857,-77.5256718,-108,1763348035694,8.0,6.534104E-16,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7590857,-77.5256718,-108,1763348035694,8.0,6.534104E-16,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7590857,-77.5256718,-108,1763348040702,7.4,6.534104E-16,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7590857,-77.5256718,-108,1763348040702,7.4,6.534104E-16,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7590857,-77.5256718,-108,1763348045702,6.0,6.534104E-16,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7590857,-77.5256718,-108,1763348045702,6.0,6.534104E-16,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7590857,-77.5256718,-108,1763348050695,6.5,6.534104E-16,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7590857,-77.5256718,-108,1763348050695,6.5,6.534104E-16,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7590857,-77.5256718,-108,1763348055694,6.0,6.534104E-16,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7590857,-77.5256718,-108,1763348055694,6.0,6.534104E-16,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7590857,-77.5256718,-108,1763348060696,6.0,6.534104E-16,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7590857,-77.5256718,-108,1763348060696,6.0,6.534104E-16,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7590857,-77.5256718,-108,1763348065699,8.3,6.534104E-16,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7590857,-77.5256718,-108,1763348065699,8.3,6.534104E-16,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7590857,-77.5256718,-108,1763348070693,8.5,6.534104E-16,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7590857,-77.5256718,-108,1763348070693,8.5,6.534104E-16,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7590857,-77.5256718,-108,1763348075704,6.0,6.534104E-16,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7590857,-77.5256718,-108,1763348075704,6.0,6.534104E-16,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7590857,-77.5256718,-108,1763348080694,6.4,6.534104E-16,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7590857,-77.5256718,-108,1763348080694,6.4,6.534104E-16,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7590857,-77.5256718,-108,1763348085574,8.9,6.534104E-16,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7590857,-77.5256718,-108,1763348085574,8.9,6.534104E-16,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7590857,-77.5256718,-108,1763348090687,6.0,6.534104E-16,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7590857,-77.5256718,-108,1763348090687,6.0,6.534104E-16,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7590857,-77.5256718,-108,1763348095697,8.0,6.534104E-16,-2000.0,LTE,20,,5124,330,,,
